x_nm,reference,fixed_mean,fixed_std,map_mean,map_std,hmc_mean,hmc_std
1.528595317725752523e+00,1.526523552232817948e+01,7.066060181574357557e+00,8.575856901594949733e+00,1.471631613262160698e+01,3.384991905808716339e+00,1.468702616583741971e+01,3.762290714640074807e+00
1.539632107023411356e+00,1.606404901677150932e+01,7.388104898655001307e+00,8.575984039464495723e+00,1.558802083952704720e+01,3.384969086771254521e+00,1.555735914184108637e+01,3.762326820462377430e+00
1.550668896321070189e+00,1.688625786168030274e+01,7.716361961003713077e+00,8.576109514800938527e+00,1.649305838933926793e+01,3.384918643872163457e+00,1.646217093739493009e+01,3.762289709639990765e+00
1.561705685618729023e+00,1.773469246807358246e+01,8.050703117711236700e+00,8.576230919838746303e+00,1.742959605658703026e+01,3.384915227005503180e+00,1.739977923986474195e+01,3.762246150328041772e+00
1.572742474916387856e+00,1.860689433801966786e+01,8.390994775880244561e+00,8.576350564215996286e+00,1.839523795692066699e+01,3.385073344330117973e+00,1.836790717001225914e+01,3.762321642007610212e+00
1.583779264214046689e+00,1.950322358223254327e+01,8.737098056013564928e+00,8.576466116350108138e+00,1.938702345749701550e+01,3.385552258206484755e+00,1.936367573562835176e+01,3.762711027700794908e+00
1.594816053511705523e+00,2.042672557716062087e+01,9.088868851224106038e+00,8.576577638085643329e+00,2.040143663878072289e+01,3.386558088394219901e+00,2.038360839190399432e+01,3.763684586420798617e+00
1.605852842809364356e+00,2.137479838718558867e+01,9.446157890040922211e+00,8.576684056588636196e+00,2.143442685420538396e+01,3.388342239695472990e+00,2.142364795658458476e+01,3.765587795156404294e+00
1.616889632107023411e+00,2.234775162716560359e+01,9.808810802935113315e+00,8.576785622550275434e+00,2.248144017764811409e+01,3.391195454056264325e+00,2.247918582514308383e+01,3.768833260964839393e+00
1.627926421404682245e+00,2.334885903205797320e+01,1.017666819263286015e+01,8.576882235874993654e+00,2.353746127782474318e+01,3.395437087721111968e+00,2.354510312788028159e+01,3.773883890607965697e+00
1.638963210702341078e+00,2.437537028924299420e+01,1.054956570772810664e+01,8.576971772543192429e+00,2.459706501998199712e+01,3.401399628827008303e+00,2.461582317579589230e+01,3.781227188153014840e+00
1.649999999999999911e+00,2.542754236512907084e+01,1.092733412021516415e+01,8.577053434802794030e+00,2.565447687468111226e+01,3.409408979247330773e+00,2.568537426375278798e+01,3.791341610124327133e+00
